S.no,Name,Adress,Phone,Fax,Email
1195,Blood bank M/s Pulse Hospital ( A unit of Sohmed Care Private Limited,"Mehta Road, Maqbool Pura Chowk, near Petrol Pump, Amritsar, Punjab, Amritsar, Amritsar, Punjab",9875930303/ 7508711490 ,-  ,pulsehospitalasr@gmail.com
1196,American International Institute of Medical Sciences Bloodbank,"Vill.Bedwas,Near Transport Nagar ,Airport road , Udaipur, Udaipur, Udaipur, Rajasthan",0294-3060600 ,02943060630  ,aihmlbloodbank@yahoo.co.in
1197,Blood Bank Dr. B.N. BEHL,"Dr. B.N. Bahal Hospital (Blood Bank), Infront of District Industry, Anta Chauraha,, Shahjahanpur, Shahjahanpur, Uttar Pradesh","9415035004,9335015585,9415119364 ",-  ,drrashmibehl@yahoo.com
1198,Reeta Blood Centre,"616, Shobhapur Rohta Road Near bypass, Meerut, Meerut, Meerut, Uttar Pradesh",7906833402 ,-  ,reetabloodbank22@gmail.com
1199,Jyothi Hospital,"Laila, Belthangady, Dakshina Kannada, Dakshina Kannada, Karnataka","9620570546,8256233939 ",-  ,-
1200,"Blood Bank KMCH, Katihar","Karim Bagh, Post Box No.- 23, Katihar, Katihar, Katihar, Bihar",09955215438 ,-  ,bloodbankkmc100@gmail.com
1201,Sangam Charitable Blood Bank,"first floor, KRISHNA COMPLEX,19 RAKESH MARG GHAZIABAD 201001, GHAZIABAD, Ghaziabad, Uttar Pradesh","0120 4306750, 9205121188, 9310905600 ",-  ,sarvsamajsangamsociety@gmail.com
1202, Combined District Hospital,"Combined District Hospital, Kannauj, Kannauj, Kannauj, Uttar Pradesh",9457472623 ,-  ,bloodbankcdhknj@gmail.com
1203,"Civil Hospital, Dasuya","Hoshiarpur Rd, Keharvali, Dasuya, Hoshiarpur, Hoshiarpur, Punjab","9855026891, 9815760306 ",-  ,ictcdasuya@gmail.com
1204,Chakan Blood Bank,"Sr. No. 4976/1/2 Gate No.2401, Yashwantnagar Ambethan Road. A/P Chakan, Tal.khed,, Pune, Pune, Maharashtra","9975564130,9021868968 ",02135-249040  ,bloodbankchakan@gmail.com
1205,"Abdur Razzaque Ansari, Memorial Weaver?s Hospital (Apollo Hospital Group)","Irba, Ranchi, Irba, Ranchi, Jharkhand",0651- 2275699/2275899/22 276041 ,0651-2275786  ,rch_apollorn@sancharnet.in
1206,Vivekananda Hospital Pvt. Ltd.,"Dr. Zakir Hussain Avenue, Bidhan Nagar, Durgapur , Durgapur, Purba Bardhaman, West Bengal","9933609660,7797343434 ",-  ,bloodbankvhpl@gmail.com
1207,"District Hospital Blood Bank, Madikeri Kodagu","District Hospital, Madikeri Kodagu,, Madikeri, Kodagu, Karnataka","9008510166, 08272-225703 ",-  ,kdg.districthospital.bb@gmail.com
1208,Nootan Medical College & Research Centre,"Sankalchand Patel Vidyadham, Gandhinagar - Ambaji State Highway, Visnagar, Mahesana, Gujarat",8780600845 ,-  ,nootanhospital@gmail.com
1209,K.J.Somaiya Medical College and Hospital Blood Bank,"K.J. Somaiya Medical college And Hospital Blood Bank, First  Floor, Eastern Express Highway, Everard Nagar, Sion ,Mumbai, Mumbai, Mumbai, Maharashtra","9819426169,022-24024671/24090253Ext.2013 ",24091855/24020946  ,pradnya@somaiya.edu
1210,"Late Balasaheb Datye, Lions Blood Bank, Ichalkaranji","5/468, Datye Mala, Lions Park,  Ichalkaranji, Tal-Hatkanangale,, Hatkanangale, Kolhapur, Maharashtra","9860858918,0230-2436130 ",0230-2431022  ,lbbank89@gmail.com
1211,M/s Medica Super Specialty Hospital and Blood Bank,"1st Floor, 127, Mukundapur, E.M. Bypass, Kolkata, Kolkata, West Bengal",8981291808 ,-  ,bloodbank.mshk@medicasynergie.in
1212,Life Line Blood Bank," Nehrunagar, Ghaziabad, Ghaziabad, Ghaziabad, Uttar Pradesh","01202793989, 01204335488 ",-  ,drh178@yahoo.com
1213,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Bank","City Survey no.1651, Near lokmanya vyayamshala , shivaji chawk  At Post Tal - mahad,, Raigarh, Raigarh, Maharashtra","9422691742,02145-222604  / 225103 ",-  ,jkrp_mahad@rediffmail.com
1214,Arogya Seva Medical Fondation Jalgaon Sanchalit,"Red Plus Blood Bank, Plot No 422, M.J. College Road, Near Bhoite School, Jalgaon, Jalgaon, Maharashtra",8446169698 ,-  ,drdmoiz@gmail.com
1215,Blood Bank District Hospital,"District Hospital, Faizabad, Ayodhya, Ayodhya, Uttar Pradesh",9415538903 ,-  ,bloodbankdhayodhya986@gmail.com
1216,"Shri Balaji Blood Bank , Blood Component Lab & Blood Transfusion Center","1st Floor, Alsi Complex, Ambapeth, Amravati, Amravati, Maharashtra","94221 55201 / 9823045532,0721-2671600 ",-  ,drckdara@yahoo.com
1217,Mamata General Hospital Blood Bank,"DNo 5-/-200, GiriPrasad Nagar,Pakabanda Bazar, Khammam, Khammam, Telangana",9949647883  ,-  ,smani.mgh11@gmail.com
1218,"IMA, Sahakar Maharshi Shankarrao Mohite Patil Blood Bank","804, Old Pandharpur Road, Ganeshnagar Akluj,, Solapur, Solapur, Maharashtra",02185-222101/225601 ,02185-222665/222166  ,imabloodbank136@rediffmail.com
1219,Govt Amrit Kaur Hosp Beawar,"Champa Nagar, Beawar, , Beawar, Ajmer, Rajasthan",01462257222 ,01462257399  ,pmoakh@rediff.com
1220,DSR District Government Head Quarter Hospital Blood Bank,"Government Head Quarter Hospital Premises, Ist Floor, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh",9177402121 ,-  ,acsrgmcnlr@gmail.com
1221,M/S Triumph Foundations Triumph Blood Bank,"216, Orion Business Park, Next to Cine Wonder Mall, Kapurbavdi, Ghodbunder Road, Thane - W, Thane, Thane, Maharashtra","9987720379,25840083/86/87 ",-  ,triumphbloodbank@gmail.com
1222,Vikram Hospital blood storage center BSU,"71/1, Millers Road, Opp. St Anne's College, Bengaluru, Bengalore Urban, Karnataka",9886069111 ,-  ,prathima.km@vikramhospital.com
1223,"Rotary Red Cross Blood Bank, Shimoga","Sagar Sub Divisional Hospital, JC Road, Sagara,, Sagar, Shimoga, Karnataka",9481029944  ,-  ,rotaryredcrossbloodbanksagar@gmail.com
1224,S.D Medical Institute & Research centre Blood Bank Muzaffarnagar,"Bhopa Road, Muzaffarnagar, Muzaffarnagar, Uttar Pradesh",9012532149 ,-  ,doctor_anil73@yahoo.com
1225,Shalby Hospital,"Shalby Hospital Blood Bank, 9th Floor, Shalby Hospital, Opp. Karnavati Club, S. G. Highway,, Ahmedabad, Ahmedabad, Gujarat","9924077714, 8141605027, 7778057717 ",-  ,bloodbank@shalby.org
1226,"Jaslok Hospital And Research Centre, Blood Bank","15,Dr.G.Deshmukh Marg,, Mumbai, Mumbai, Maharashtra",9702796989 ,66573035  ,bloodbank@jaslokhospital.net
1227,Shree Narayana Hospital Blood Bank (Health Tech Chhattisgarh (P) Ltd.),"Devendra Nagar, Raipur, Raipur, Chhattisgarh","077130 01234, 9300373737 ",-  ,info@snh.org.in
1228,Aykai Hospital Blood Bank ,"Plot no 1, sector 34A, Ludhiana Chandigarh Highway, Ludhiana, Ludhiana, Punjab",9815004488 ,-  ,hitishnarang@gmail.com
1229,"A.C.S. General Hospital Blood Bank, (Run by Dr.M.G.R. Educational Reaserch Institute)","Chennai - Bangalore national highway , Velappan Chavadi, Chennai, Chennai, Tamil Nadu",04426802199 ,26800567  ,acsmch.bloodbank@gmail.com
1230,Shushrusha Citizens Co-op Hospital Blood Bank,"Shushrusha Hospital Gr.Floor,698-B Ranade Road,, Dadar, Mumbai, Maharashtra","9869611498,24469579, 24449162/63/64 ",24460584  ,bloodbank.shushrusha@gmail.com
1231,Prasad Institute of Medical Sciences (Blood Bank)," Shahjadi, Banthara, Kanpur Road,, Lucknow, Lucknow, Uttar Pradesh",000 ,-  ,manukureel@gmail.com
1232,Dean Datta Meghe Medical Collecge M.s.Dattatraya Blood Bank,"Room no.11 to 24 shalinitai meghe hospital, property no.17896,KH No 245 & 246,Gorund Floor, Wanadongri,Hingana, Nagpur, Nagpur, Maharashtra",9765461246 ,-  ,dattatrayabloodbank@gmail.com
1233,"NEW CIVIL HOSPITAL, SURAT","Blood Bank, The New Civil Hospital,  Outside Majura Gate, , Surat, Surat, Gujarat",02612208312 ,-  ,bloodbanknchs@gmail.com
1234,"Shree Swaminarayan Sankar Dham Trust Sanskar Blood Bank, Morbi","Shree Swaminarayan Sankar Dham Trust Sanskar Blood Bank,  Sanala Road,, Morbi, Morbi, Gujarat","9714940600, 02822-225733 ",-  ,sanskarbloodbank@gmail.com
1235,Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Bank,"Bharat Kala Rd., Malkapur,, Malkapur, Buldana, Maharashtra","9423144276,07267-26700 ",07267-224943  ,jkpatho@gmail.com
1236,"Indu Voluntary Blood Bank, Bodeli, Dist. Chhotaudepur","Indu Voluntary Blood Bank, Managed by Trustees of Indu Health Research Foundation Trust, C/O Sangam General Hospital, Nr. Dhokaliya Char Rasta, Dhokaliya Gam, Ta. Bodeli, Dist. Chhotaudepur, Chhotaudepur, Chhotaudepur, Gujarat","9879519075, 9979860884, 8140090099 ",-  ,ibb.bodeli@gmail.com
1237,"Dr. Jivraj Mehta  Smarak Health Foundation, Ahmedabad","Blood Bank, Dr. Jivraj Mehta  Smarak Health Foundation, Bakeri Medical Research Centre, Ratubhai Adani Arogya Dham, Dr. Jivraj Mehta Marg,, Ahmedabad, Ahmedabad, Gujarat","9428600668, 9825015184, 9638704180 ",-  ,info@jivrajhealthcare.org
1238,Blood Bank Fatima Hospital,"Fatima Hospital Madar Teresa Road, Gorakhpur, Gorakhpur, Gorakhpur, Uttar Pradesh","8858678955, 9336668356, 9151533795 ",-  ,remyalst@gmail.com
1239,"Government Hospital, Pattukottai","Palaniappan street,Government Hospital, Pattukottai, Pattukottai, Thanjavur, Tamil Nadu",NA ,-  ,-
1240,Sau. Kantadevi Dale Blood Bank,"First Floor, Secura Hospital Campus, Washim to Malegaon Road WASHIM, Washim, Washim, Maharashtra",9423127946 ,07262-242024  ,dr.narayandale@gmail.com
1241,"Jai Matadi Bahu uddeshiy sevabhavi samstha's, Gurugobind singhji Blood Bank, Nanded","Geeta Bhavan 1&2 floor, House No. 3-1-366 Near Govt. Ayurvedic College, Bus Stand Road, Vazirabad,, Nanded, Nanded, Maharashtra","9145432520,02462-233332 ",-  ,ggbloodbank@gmail.com
1242,Rotary Mysore Chandrakala Hospital Blood Bank,"Plot 'A', Kalidasa Road, Jayalakshmipuram, Mysore, Mysore, Karnataka","9731134312,8214288638 ",-  ,rchbb.mysore@rediffmail.com
1243,Saifee Hospital Trust Blood Bank,"Post box no.3771, 15/17, Maharshi Karve Marg, Opp Charni Road Station,, Mumbai, Mumbai, Maharashtra","9869784307,022-67570111/67571140/44/45 ",022-67570777  ,saifeebloodbank@yahoo.co.in
1244,PACE HOSPITALS BLOOD CENTRE,"Kedar Towers, 4th floor, Plot no-23, Huda Techno Enclave,opp Metro railway station.Patrika Nagar, madhapur hyderabad, Madhapur, Hyderabad, Telangana",9246572304 ,-  ,bloodbankpacemdp@gmail.com
1245,Baraut charitable Blood Centre,"Kotana road, Baraut, Baghpat, Uttar Pradesh",9582196886 ,-  ,barautbloodbank@gmail.com
1246,BHAVNAGAR BLOOD BANK ,"Bhavnagar Blood Bank,  Ofice No. 1,2,3 - Plot No. 1686, B-wing, 1st Floor, Municipal Commercial Complex, Sardar Nagar Circle, Sardarnagar,, Bhavnagar, Bhavnagar, Gujarat","9825207660, 9909993206, 0278 - 2561526 ",2569957  ,bhavnagarbloodbank@yahoo.co.in
1247,Blood Bank BCM Hospital,"B.C.M. Hospital, Khairabad,, Sitapur, Sitapur, Uttar Pradesh","9415525793,05862-252228,9415409215 ",-  ,-
1248,Mall Reddy Hospital Blood Bank,"1-1-216,Suraram Road,Jeedimetla, Medchal, Medchal, Telangana","9502814200,04023783106,04023783000 ",04023783106 04023783  ,MRNMHBLOODBANK@GMAIL.COM
1249,"Late. Dr. G.M. Bhavsar Charitable Trust's,Malegaon Blood Bank","2nd Floor, West End Complex,, Satana Naka, Malegaon Dist Nashik, Malegaon, Nashik, Maharashtra","9823010095,9371550550 ",-  ,dgbhavsar@yahoo.com
1250,Sanjivan   Blood Bank,"Ninawe Hospital, Near Benglur Bakery, Kasturba Rd., Chandrapur, Chandrapur, Maharashtra","9421718892,7387784937,07172-254884 ",07172-254994  ,wasudeo.ninawe@gmail.com
1251,Mission of Mercy Hospital and Research Centre,"Park Street, Kolkata, Kolkata, West Bengal",8697402095 ,-  ,-
1252,Riddhi Vinayak Hospital Services Public Charitable Trust Blood Centre,"Room no.26-36, Ground Floor, Plot No.302,Near Railway Car Shed, ahead of Fun Fiesta on Yashwant Gaurav Rd, Virar Nalasopara Link rd, Nalasopara west. Palgarh, Palgarh, Maharashtra",8530060138 ,-  ,-
1253,"Government Headquarters Hospital, Erode","EVN Road, Erode, Erode, Erode, Tamil Nadu",95000035476 ,0  ,bloodbankerode@yahooco.in
1254,CNS Blood Bank & Component Center,"20/152, 20/154, 20/156, Sector-25 Crossing, Indra Nagar, , Lucknow, Lucknow, Uttar Pradesh",8935003257 ,-  ,dr.pratibhasachan@gmail.com
1255,Navjivan Blood Bank Mged by Saraswati Vidyaprasarak Foundation,"Shop No.1, Abhilasha II Punjabi Lane Borivali (W),, Mumbai, Mumbai, Maharashtra","9820396160,022-28934122, 28935133 ",-  ,navjivanbb@yahoo.com
1256,Blood Bank Fortis Hospital,"Fortis Hospitals Ltd. B-22, Sec-62, Noida,, Dept.-Blood Bank, Noida, Gautam Buddha Nagar, Uttar Pradesh","09650788088,0120-2400222,9818640747 ",-  ,seema.sinha@fortishealthcare.com
1257,National Hospital,"Mavoor Road, Kozhikode,, Kozhikode, Kozhikode, Kerala","0495-4152222, 7025777666 ",-  ,contactnationalhospital@gmail.com
1258,"Nalanda Blood Bank, Biharsharif","College Mor, Baradari, Biharsharif , Biharsharif, Nalanda, Bihar","9835494030,9835455030 ",-  ,nalandabbcmb@gmail.com
1259,Nadia District Hospital Blood Bank,"Saktinagar Krishnagar Nadia, Krishnagar, Nadia, West Bengal","9434425906, 9614746346,9836697620 ",-  ,saktinagarbloodbank@gmail.com
1260,"Nandkishor Education Society, Arpan Voluntary Blood Bank","2nd  Floor, Sahakar Kranti Bldg. Market Yard, Nagar - Pune Road , Ahmednagar, Ahmadnagar, Maharashtra","9822324340(Tated),0241-2451700 / 2451800 ",-  ,nandkishor@arpanbloodbank.org
1261,Deepak Foundations Anviksha Blood Bank,"1st floor, Paras Darshan, M.G.Road, Ghatkopar (East), Mumbai, Mumbai, Maharashtra","9820144154,21026290, 21025927 ",21027439  ,anvikshabb@hotmail.com
1262,"Kumarpal Gandhi Blood Bank, Ankleshvar","Kumarpal Gandhi Blood Bank, Nr. Palika Shopping Centre -B-Block/2. 1st floor, Nr. Gujarat Gas Circle,  Ankleshvar,, Bharuch, Bharuch, Gujarat","9925245745, 02646-244530 ",-  ,drmodiashish@gmail.com
1263,St. Judes Blood Bank ,"St. Judes Hospital Campus,, Sipri, Jhansi, Jhansi, Jhansi, Uttar Pradesh",09415943332 ,-  ,stjudeshospitaljhansi@yahoo.co.in
1264,COOCHBEHAR (MJN) DH BLOOD BANK,"Coochbehar District Hospital (MJN) Blood Bank, Cooch Behar, Cooch Behar, West Bengal","9434191441/9474519458,9433135529 ",-  ,mjnbloodbank@gmail.com
1265,"Government Head Quarters Hospital, Ramanathapuram","Government Head Quarters Hospital, Ramanathapuram, Ramanathapuram, Ramanathapuram, Tamil Nadu",NA ,-  ,ramanathapurambb17@gmail.com
1266,AIIMS Blood Bank,"AIIMS Rishikesh, Virbhadra Marg, Rishikesh, Rishikesh, Dehradun, Uttarakhand",01352462967 ,-  ,tmbloodbank2017@gmail.com
1267,"Government Headquarters Hospital, Tenkasi","Kodikuruchi-Tenkasi Road, Near new Bus Stand, Tenkasi, Tenkasi, Tirunelveli, Tamil Nadu",866758787 ,-  ,bbtenkasi12@gmail.com
1268,GUJARAT CANCER MEDICAL COLLEGE,"Blood Bank, Gujarat Cancer Society Medical College Hospital & Research Centre,  Opp. D.R.M. office, Swadesi Mill compound, Near Chamunda Bridge,, Ahmedabad, Ahmedabad, Gujarat","9925001523, 079-6648138 ",-  ,gcsbloodbank@yahoo.in
1269,MVJ Medical College and Research Hospital,"Dandupalya, Kolathur Post, NH-4, Hoskote, Bangalore, Bengalore Rural, Karnataka",9845664320 ,-  ,bloodbank@mvjmc.edu.in
1270,Blood Bank District Hospital Barabanki,"District Hospital, Barabanki, Bara Banki, Uttar Pradesh","9453038645,9453038645, 05248-228580 ",-  ,bloodbankbarabanki.1997@gmail.com
1271,Blood Bank Medison Hospital,"Medison  Hospital Pvt. Ltd., Ring Road,, D3 durgapuram colony sector 13  vikasnagar near tedhi pulia ring road, Lucknow, Lucknow, Uttar Pradesh",9935896313 ,-  ,faizan1584@gmail.com
1272,"District Hospital, Bhind","NH92, Arya Nagar, Daboha, Bhind, Bhind, Madhya Pradesh",8871307141 ,-  ,bloodbankbhind@gmail.com
1273,Blood Bank Narayana Multispeciality Hospital ,"Ground floor, ex monogram mill compound, opp-rakhial police station , Rakhial, Ahmedabad, Ahmedabad, Gujarat",89800 17737 ,-  ,bloodbank.ahd@narayanahealth.org
1274,Dr.B.R.Ambedkar Medical College Hospital blood bank,"Kadugondanahalli, Bengaluru, shampura main road,, Bangalore, Bengalore Urban, Karnataka","9886228583,9964114140 ",25475904  ,bramchbbb@gmail.com
1275,Satguru Pratap Singh Hospitals,"Sherpur Chowk, GT Road,, Ludhiana, Ludhiana, Punjab","0161-6617111, 6617222,9803002423 ",-  ,bloodbank@spshospitals.com
1276,"Padma bhushan Vasantdada Patil (Civil Surgeon), Govt. General Hospital Blood Bank, Sangli","Padma bhushan Vasantdada Patil (Civil Surgeon), Govt. General Hospital Blood Bank, , Dr. Ambedkar Road,, Sangli, Sangli, Maharashtra"," 9011654102 ,   9890935611,0233- 2374651 ",0233-2374585  , sanglicivilbb@gmail.com
1277,Medical College Hospital Manjeri,"Hospital Road, Vellarangal, Manjeri, Manjeri, Malappuram, Kerala","0483-2766880, 0483-2764056, 9037335954 ",-  ,bloodbankmanjeri@gmail.com
1278,Mother Teresa Blood Bank,"Sunhera Rd, Rampur, Roorkee, Uttarakhand 247667, Khasra No-39, Eid ka Chawk, Roorkee, Haridwar, Uttarakhand",9958243499 ,-  ,mtfnz2018@gmail.com
1279,"Blood Bank Sadar Hospital, Chhapra","Blood Bank, Sadar Hospital Chhapra, Chhapra, Saran, Bihar","9470003711, 9835045659 ",-  ,bloodbankchapra@gmail.com
1280,Fortis Hospital,"6kms from Samrala Chowk, Chandigarh Road,, Ludhiana, Ludhiana, Punjab",+91 161 5222 333 ,-  ,bloodbank.ldh@fortishealthcare.com
1281,Sainath Blood Bank,"1st floor, Manoj Bldg, Central Bajar Road, opp Hotel Centre Point, Ramdaspeth,, Nagpur, Nagpur, Maharashtra","9422502066,0712-2452035 ",0712-2452035   ,sainathbloodbank@gmail.com
1282,ST. Thomas Hospital Blood Bank and Leprosy Centre,"Chettupattu, Tiruvannamalai, Tiruvannamalai, Tamil Nadu",NA ,-  ,-
1283,"Prathma Blood centre,  Ahmedabad","Prathma Blood centre,   B/H Jivraj Mehta Hospital,  Near Lavanya Society, Dr. C.V.Raman Marg,  Vasna,, Ahmedabad, Ahmedabad, Gujarat",07926600101 ,-  ,prathama@prathama.org
1284,South Central Railway Hospital,"First Floor, Lalaguda, central hospital,mettuguda, Secunderabad, Hyderabad, Telangana",9573933361 ,-  ,bharatidesai403@gmail.com
1285,Jawahar Lal Nehru District Hospital,"Old JLN DH Campus Kichha Road, Near Indra Chowk, Rudrapur, Udham Singh Nagar, Rudrapur, Udham Singh Nagar, Uttarakhand","9410161710,7906017757 ",-  ,bbrudrapur@gmail.com
1286,"Blood Bank Sadar Hospital, Muzaffarpur","Blood Bank Sadar Hospital Muzaffarpur Near Muzaffarpur Railway StationHospital Road, Muzaffarpur, Muzaffarpur, Bihar",9431638104 ,-  ,bloodbanksadarhospitalmuz1@gmail.com
1287,Sri Venkateshwara Medical College Hospital & Research Centre,"No. 32A, Ariyur, Pondy Villupuram Main Road, Puducherry, Puducherry, Puducherry",9443602759 ,04132644476  ,bloodbank06@svmcpondy.com
1288,Appolo Hospital Blood Bank,"Vill. Lingiadih, Blaspur, Bilaspur, Chhattisgarh",097555 50834 ,-  ,drprernamohan@gmail.com
1289,M/s Felix Hospital(Blood Bank)," Felix Hospital, Basement-2, NH-01, Sector-137, Expressway, Noida, Gautambudh, Nagar, U.P, Gautam Buddha Nagar, Gautam Buddha Nagar, Uttar Pradesh","9818106090, 9870568997 ",-  ,felixbloodbank@gmail.com
1290,M/s Sadgurus Charitable Blood Bank,"M/s Sadgurus Charitable Blood Bank, 2nd Floor , Kalash Vaibhav, Mahalaxmi CHS, Plot No. 21, Sector 11, Kopar Khairane, Navi Mumbai,, Koparkhairane, Thane, Maharashtra","9867997507,022-27556000 ",27556000  ,sadgurubloodbank@gmail.com
1291,"Government Medical College And Hospital ,Blood Bank, Miraj"," Pandharpur Rd, Maji Sainik Vasahat, Miraj, Sangli, Maharashtra",8217623897 ,-  ,gmchmirajbloodbank@gmail.com
1292,Pimpri Chinchwad  Municipal Corporation's Y.C.M. Hospital Blood Bank,"Ground floor of Y.C.M. Hospital,  Sant Tukaram Nagar, Pimpri, Pune, Pune, Pune, Maharashtra",9823038155 ,-  ,bloodbank@pcmcindia.gov.in
1293,Dr. Pinnamaneni Siddartha Inst. of Medical Sci. & Res. Foundation Blood Bank,"Siddhartha Nagar Chinoutpalli (V), Gannavaram Mandal, Krishna Dt, AP, Krishna, Krishna, Andhra Pradesh","08676 257311, 08676 257317 ",08676254533  ,bb.drpsims@gmail.com
1294,"Islampur Medical Foundations, Rajaram Bapu Blood Bank , Islampur","Islampur C.S. No. 99/1, Near Islampur Spiral CT-Scan  Peth-Sangli Road,, Walwa, Sangli, Maharashtra","9765082783,02342 224939 ",02342 224381  ,rajarambapubloodbank@gmail.com
1295,Katuri Medical College & Hospital Blood Bank,"Katuri Nagar, Kanna Vari Thota, Chinakondrupadu,, Guntur, Guntur, Andhra Pradesh",08632288555 ,08632288205  ,katuribloodbank@gmail.com
1296,Dean Chatrapati Shivaji Maharaj Sarvopchar Hosp. Blood Bank,"OPD Building 1st Floor,, Solapur, Solapur, Maharashtra","9850741985,0217-2749440 / 0217 2749416  ",0217-2310766  ,Deansolapur@gmail.com
1297,Kiran Hospital Blood Bank,"SAMAST PATIDAR AAROGYA TRUST KIRAN HOSPITAL Multi Super Speciality Hospital & Research Center, Nr.Sumul Dairy,, Surat, Surat, Gujarat","7878177665, 9724961143, , 9726578831 ",-  ,Bloodbank@kiranhospital.com
1298,Aieshwarya Blood Bank,"1st and 2nd floor, Plot Bo:4, Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College Mouza, Umarsara,, Yavatmal, Yavatmal, Maharashtra","9860508090,07232-252500 ",07232-242340  ,drvbhongade@gmail.com
1299,Akshay Blood Bank,"Shree Mangal Building, S.No.10A, Hissa No.2A/3, Unnati Nagar, Opp. Bunter School, Saswad Road, Hadapsar,, Pune, Pune, Maharashtra"," 970895533, 9552312345,020-26993247 ",-  ,akshaybloodbankpune@gmail.com
1300,Arpan Blood Bank Blood Component and Apheresis Centre,"H.No R-3-1030, old Sonawane Hospital Near Hotel Ashok, Opp Yashwantrao Chavan Sankul, Latur, Latur, Maharashtra","9822324340, 02382-251476 / 252476 ",-  ,arpanlatur@gmail.com
